SSID,BSSID,Encryption,CurrentLatitude,CurrentLongitude,Channel,Frequency,Last Update
myBuick,9A:49:14:99:DC:E5,wpa2,31.99727722,-102.0835014,1,,2022-03-25T13:00:00.000Z
monica,9A:49:14:9A:58:F3,wpa2,32.00598615,-102.0867559,1,,2022-01-25T23:00:00.000Z
myChevrolet,9A:49:14:9A:BA:43,wpa2,31.9967564,-102.0941747,6,,2022-03-31T02:00:00.000Z
myGMC,9A:49:14:A7:50:26,wpa2,32.00463917,-102.0914607,1,,2022-07-11T20:00:00.000Z
Tahoe2021,9A:49:14:A7:62:53,wpa2,32.00409244,-102.1018474,11,,2023-01-09T07:00:00.000Z
myChevrolet,9A:49:14:AD:38:F3,wpa2,32.00523197,-102.1002045,1,,2023-04-29T22:00:00.000Z
Roberts wifi,9A:49:14:B6:EA:D1,wpa2,31.99670173,-102.0905452,36,,2022-07-11T20:00:00.000Z
DIRECT-MBUX 13261,9A:49:14:B6:F9:54,wpa2,32.01150667,-102.0866959,11,,2022-07-11T20:00:00.000Z
myGMC,9A:49:14:B7:50:26,wpa2,32.00410076,-102.0943366,48,,2022-07-11T20:00:00.000Z
myGMC,9A:49:14:B7:93:9D,wpa2,32.00046946,-102.0869523,44,,2022-07-11T20:00:00.000Z
myGMC,9A:49:14:BE:91:44,wpa2,32.00878533,-102.1023327,48,,2024-10-16T22:00:00.000Z
myGMC,9A:49:14:CB:B2:E8,wpa2,31.997347,-102.0847382,1,,2023-06-11T16:00:00.000Z
myChevrolet 92d5,9A:49:14:D4:92:D5,wpa2,31.99928518,-102.098597,1,,2023-04-29T22:00:00.000Z
myGMC,9A:49:14:EC:A1:7D,wpa2,32.00493929,-102.0944068,44,,2022-07-11T20:00:00.000Z
myChevrolet,9A:49:14:F2:01:87,wpa2,32.01177411,-102.0968118,1,,2023-06-11T16:00:00.000Z
myChevrolet 690e,9A:49:14:F4:69:0E,wpa2,31.996092,-102.102851,1,,2023-04-29T22:00:00.000Z
DIRECT-MBUX 97834,9A:49:14:FC:61:6A,wpa2,32.003516,-102.0875417,161,,2022-11-27T13:00:00.000Z
JACOConfig,9A:72:02:FE:C4:90,none,32.00692322,-102.0944989,1,,2022-07-11T20:00:00.000Z
Verizon-SM-S908U-5CA2,9A:AA:53:10:0F:06,wpa2,32.00804789,-102.0940023,7,,2022-11-27T13:00:00.000Z
bribri,9C:0B:05:70:18:48,wpa2,32.00989674,-102.0842243,149,,2023-04-08T21:00:00.000Z
suddenlink.net-C05A,9C:34:26:45:C0:58,wpa2,32.00185077,-102.0831137,6,,2022-03-16T03:00:00.000Z
suddenlink.net-C302,9C:34:26:45:C3:00,wpa2,31.99740578,-102.0907744,1,,2023-06-11T17:00:00.000Z
suddenlink.net-C302-5G,9C:34:26:45:C3:05,wpa2,32.0082935,-102.0975111,36,,2023-02-10T16:00:00.000Z
suddenlinknet4752,9C:34:26:4B:47:50,wpa,32.01044624,-102.094773,11,,2021-09-20T20:00:00.000Z
suddenlinknet47525G,9C:34:26:4B:47:55,wpa,31.99973711,-102.08671,40,,2021-09-20T20:00:00.000Z
suddenlink.net-A542,9C:34:26:4B:A5:40,wpa2,32.00889122,-102.0942749,11,,2022-11-28T11:00:00.000Z
ARLO_VMB_1694806987,9C:3D:CF:07:63:B4,wpa2,32.01141889,-102.0922408,10,,2024-10-11T04:00:00.000Z
NETGEAR94,9C:3D:CF:08:CF:5E,wpa2,31.99892333,-102.089261,6,,2022-07-10T01:00:00.000Z
NTGR_VMB_1506540968,9C:3D:CF:29:56:CE,wpa2,32.01268183,-102.1015733,3,,2023-06-11T17:00:00.000Z
Our Family Urgent Care,9C:3D:CF:5B:FA:E5,wpa2,32.00365721,-102.0999684,1,,2022-07-11T20:00:00.000Z
Our Family Urgent Care 5G-2,9C:3D:CF:5B:FA:E6,wpa2,31.99687167,-102.0841797,153,,2022-07-11T20:00:00.000Z
ARLO_VMB_1629981220,9C:3D:CF:94:FD:94,wpa2,31.99984079,-102.0994405,11,,2023-06-11T16:00:00.000Z
1234.56,9C:3D:CF:C5:2B:78,wpa2,32.0111393,-102.0848333,9,,2022-07-11T20:00:00.000Z
1234.56_5G,9C:3D:CF:C5:2B:7C,wpa2,32.00977935,-102.0956441,40,,2022-07-11T20:00:00.000Z
DIRECT0DHPOfficeJetPro6970,9C:7B:EF:00:53:0E,wpa2,32.00784778,-102.0855433,6,,2022-03-27T03:00:00.000Z
MB Hotspot 8316372,9C:8D:7C:50:4B:B7,wpa2,32.01281909,-102.0897616,6,,2022-07-11T20:00:00.000Z
NETGEAR29-5G,9C:C9:EB:C7:DC:EC,wpa2,32.00293113,-102.0946336,149,,2022-07-11T20:00:00.000Z
My VW 6343,9E:50:D1:07:64:97,wpa2,31.99740551,-102.1015141,6,,2023-04-29T22:00:00.000Z
DIRECT-9kPhaser 3260,9E:93:4E:3B:53:11,wpa2,32.01032711,-102.0926373,11,,2024-05-30T17:00:00.000Z
DIRECTqHPhaser3260,9E:93:4E:3B:66:FF,wpa2,32.000667,-102.095024,11,,2023-05-15T23:00:00.000Z
OneHope-Guest,9E:9A:4A:33:D2:03,unknown,31.99824367,-102.0966567,36,,2021-10-23T05:00:00.000Z
DIRECT-D3EE9988,9E:AE:D3:EE:19:88,wpa2,31.99647408,-102.0952917,7,,2023-07-10T22:00:00.000Z
MyOptimum e452df_5GEXT,A0:04:60:8B:1D:1A,wpa,32.0115676,-102.0857867,153,,2024-03-16T18:00:00.000Z
MyOptimum e452df_2GEXT,A0:04:60:8B:1D:1B,wpa2,32.00002168,-102.0868039,1,,2024-09-12T15:00:00.000Z
Samsung Galaxy A01_9513,A0:27:B6:7B:09:75,wpa2,32.00486985,-102.100263,149,,2022-07-11T20:00:00.000Z
T3VN,A0:36:BC:D5:03:70,wpa2,32.00414489,-102.1016449,2,,2024-10-11T03:00:00.000Z
MB WLAN 97686,A0:56:B2:69:29:90,wpa2,32.000457,-102.083297,6,,2023-04-29T22:00:00.000Z
MB WLAN 27791,A0:56:B2:BB:3D:80,wpa2,32.01019868,-102.0886327,6,,2023-06-11T16:00:00.000Z
NETGEAR43-5G,A0:63:91:E6:19:75,wpa2,31.996734,-102.089348,153,,2022-07-11T20:00:00.000Z
NETGEAR43,A0:63:91:E6:19:76,wpa2,32.01199656,-102.0968829,9,,2022-07-11T20:00:00.000Z
iCOMM-a0cc2b6c79c8,A0:CC:2B:6C:79:C8,none,32.00840511,-102.1015839,3,,2024-09-11T02:00:00.000Z
MTF3222360897,A0:ED:FB:E7:A4:E6,wpa2,32.00901,-102.098983,11,,2023-06-11T16:00:00.000Z
K514714,A2:4F:85:A4:79:B4,wpa2,32.00789025,-102.0872102,6,,2021-09-20T20:00:00.000Z
TV8e000,A2:6A:44:1C:0F:08,none,32.01046068,-102.0910245,6,,2023-05-15T22:00:00.000Z
DIRECT-B6-HP OfficeJet Pro 8740,A2:8C:FD:5B:63:B6,wpa2,32.00262762,-102.0996446,6,,2022-07-11T20:00:00.000Z
Mossy's Iphone 6,A2:99:9B:3A:A3:61,wpa2,31.99862722,-102.0994506,11,,2022-07-11T20:00:00.000Z
meep,A2:AB:8A:94:75:E7,wpa2,31.99660533,-102.0852987,149,,2022-11-27T13:00:00.000Z
Ilovemywifi,A2:DA:2E:9D:94:83,wpa2,32.00984587,-102.090134,1,,2022-04-19T22:00:00.000Z
Verizon-SM-J727V-0C15,A4:07:B6:8B:0C:15,wpa2,32.00278492,-102.0840399,1,,2022-07-11T20:00:00.000Z
ARLO_VMB_6800389132,A4:11:62:73:F6:28,wpa2,32.00458356,-102.0873516,10,,2024-10-11T04:00:00.000Z
MyAltice 015829,A4:CF:D2:01:58:2C,wpa2,31.99787118,-102.0929325,6,,2023-01-09T07:00:00.000Z
MyAltice 015829,A4:CF:D2:01:58:2D,wpa2,32.00347331,-102.0958943,149,,2023-01-09T07:00:00.000Z
MyAltice 12a43b,A4:CF:D2:12:A4:3E,wpa2,32.00984673,-102.1025533,1,,2024-10-11T04:00:00.000Z
MyAltice 12a43b,A4:CF:D2:12:A4:3F,wpa2,32.001128,-102.103424,40,,2024-10-11T04:00:00.000Z
MyAltice 277831,A4:CF:D2:27:78:34,wpa2,32.00677189,-102.0871832,6,,2024-10-11T03:00:00.000Z
MyAltice 277831,A4:CF:D2:27:78:35,wpa2,32.00437537,-102.0905895,149,,2024-10-11T04:00:00.000Z
MyAltice 2bac23,A4:CF:D2:2B:AC:26,wpa2,31.99859936,-102.0851443,1,,2024-10-11T03:00:00.000Z
MyAltice 2bac23,A4:CF:D2:2B:AC:27,wpa2,32.00674588,-102.0993821,149,,2024-09-11T02:00:00.000Z
MyAltice 2bec0d,A4:CF:D2:2B:EC:10,wpa2,32.00572373,-102.0912576,1,,2023-09-25T10:00:00.000Z
MyAltice2eb0a9,A4:CF:D2:2E:B0:AC,wpa2,32.00059764,-102.0857861,1,,2022-07-29T20:00:00.000Z
MyAltice 3e0b45,A4:CF:D2:3E:0B:48,wpa2,32.00067678,-102.0864838,1,,2023-06-11T17:00:00.000Z
MyAltice 44d30d,A4:CF:D2:44:D3:10,wpa2,32.00450818,-102.0916919,11,,2022-06-10T20:00:00.000Z
MyAltice 44d30d,A4:CF:D2:44:D3:11,wpa2,32.008873,-102.094269,149,,2022-06-10T20:00:00.000Z
MyAltice 538339,A4:CF:D2:53:83:3C,wpa2,32.010803,-102.098427,1,,2022-04-29T01:00:00.000Z
MyAltice691669,A4:CF:D2:69:16:6C,wpa2,32.00666812,-102.0946649,6,,2022-07-29T20:00:00.000Z
MyAltice691669,A4:CF:D2:69:16:6D,wpa2,31.997903,-102.098144,161,,2022-07-29T20:00:00.000Z
MyAltice 6e0ae5,A4:CF:D2:6E:0A:E8,wpa2,32.00243184,-102.0838349,1,,2023-12-06T06:00:00.000Z
MyAltice 6e0ae5,A4:CF:D2:6E:0A:E9,wpa2,32.00294482,-102.0942995,40,,2023-07-10T22:00:00.000Z
MyOptimum b79d8d,A4:CF:D2:B7:9D:90,wpa2,32.00969789,-102.0927901,1,,2024-10-11T04:00:00.000Z
MyOptimum b79d8d,A4:CF:D2:B7:9D:91,wpa2,32.0096871,-102.090806,153,,2024-10-11T04:00:00.000Z
MyOptimum b8ce97,A4:CF:D2:B8:CE:9A,wpa2,32.01148443,-102.0999861,1,,2024-05-30T17:00:00.000Z
MyAltice db0de1,A4:CF:D2:DB:0D:E4,wpa2,32.00418881,-102.1001398,1,,2023-01-09T07:00:00.000Z
MyAltice ddbfe7,A4:CF:D2:DD:BF:EA,wpa2,32.00455146,-102.0959273,1,,2024-09-12T15:00:00.000Z
MyAltice ddbfe7,A4:CF:D2:DD:BF:EB,wpa2,32.00449589,-102.0877229,153,,2023-07-10T22:00:00.000Z
MyOptimum de29ad,A4:CF:D2:DE:29:B0,wpa2,31.99777133,-102.0942892,1,,2024-10-07T23:00:00.000Z
MoxeeHotspot8924G,A4:D4:B2:94:20:E9,wpa,31.99975393,-102.0924082,1,,2021-09-20T20:00:00.000Z
MoxeeHotspot5524G,A4:D4:B2:AB:48:7C,wpa,32.00322833,-102.0965938,8,,2022-04-19T22:00:00.000Z
Moxee Hotspot78_2.4G,A4:D4:B2:AF:F7:94,wpa2,32.00099933,-102.0851183,6,,2023-01-09T07:00:00.000Z
T-Mobile Hotspot_6862_2.4GHz,A4:D7:95:05:93:31,wpa2,32.00816444,-102.0846692,1,,2023-01-09T07:00:00.000Z
JACOConfig,A6:19:D9:E7:91:B6,unknown,32.00421714,-102.0929424,1,,2022-04-29T01:00:00.000Z
JACOConfig,A6:1D:E4:FF:14:52,none,32.00473318,-102.0915347,1,,2022-09-23T10:00:00.000Z
ORBI10,A6:40:A0:51:29:99,wpa2,32.00758926,-102.0854604,4,,2021-12-23T20:00:00.000Z
Juampi,A6:62:E1:F0:CB:ED,wpa2,32.00401511,-102.0844404,1,,2023-09-25T10:00:00.000Z
ATTUEtJMS2,A6:93:5B:D7:F9:43,wpa2,32.00984587,-102.090134,149,,2021-09-20T20:00:00.000Z
iPhone,A6:93:CE:A2:BF:C8,wpa2,32.00820531,-102.0910052,6,,2021-09-20T20:00:00.000Z
Brian?s iPhone,A6:9E:F2:47:4F:56,wpa2,32.00598467,-102.0943358,149,,2022-07-11T20:00:00.000Z
MyAltice 6a49a7_guest,A6:CF:D2:6A:49:A7,wpa2,32.00456338,-102.091627,1,,2023-01-09T07:00:00.000Z
MyAltice dd3335_guest,A6:CF:D2:DD:33:35,wpa2,32.00001376,-102.0978884,1,,2023-01-09T07:00:00.000Z
Bose Wave ST (A089EB),A8:10:87:31:FB:A3,none,32.003232,-102.0901993,6,,2023-04-05T23:00:00.000Z
HotspotW5ZH,A8:40:0B:15:BB:65,wpa2,32.011306,-102.096275,149,,2023-03-24T16:00:00.000Z
Hotspotdi6Y,A8:40:0B:15:D8:88,wpa2,31.9991274,-102.0922159,6,,2024-09-12T15:00:00.000Z
HotspotvtRY,A8:40:0B:29:EE:F6,wpa2,32.00102322,-102.1033952,6,,2024-09-12T15:00:00.000Z
Hotspotkq56,A8:40:0B:40:4D:35,wpa2,32.00190658,-102.0911366,157,,2024-09-12T15:00:00.000Z
HotspotG2xk,A8:40:0B:66:0A:66,wpa2,31.99761372,-102.0872253,161,,2024-09-12T15:00:00.000Z
DIRECT-46-HP DeskJet 2700 series,A8:B1:3B:C0:42:47,wpa2,32.00479456,-102.0859491,11,,2022-09-22T09:00:00.000Z
CVSConnect,A8:F7:D9:B8:BA:0A,unknown,32.00248785,-102.0958606,149,,2024-10-24T18:00:00.000Z
CVSConnect,A8:F7:D9:B8:BA:2B,unknown,32.009254,-102.097923,1,,2024-10-07T23:00:00.000Z
CVSConnect,A8:F7:D9:B8:BC:1A,unknown,32.0024115,-102.1000588,161,,2024-05-30T17:00:00.000Z
CVSConnect,A8:F7:D9:B8:BC:37,wpa2,32.01077262,-102.0997589,11,,2024-10-24T18:00:00.000Z
Samsung Galaxy J7 Star 6161,AA:34:6A:47:6C:0A,wpa2,32.006168,-102.0977417,6,,2022-07-11T20:00:00.000Z
3T Network-Guest,AA:36:C9:F2:9B:93,wpa2,31.99864738,-102.0943845,153,,2024-05-30T17:00:00.000Z
3DHologram_Mini1.0_C15F92,AA:48:FA:C1:5F:92,none,32.00103667,-102.0859306,9,,2023-07-10T22:00:00.000Z
iPhone,AA:8A:BB:0A:7E:5F,wpa2,32.00779721,-102.0836663,149,,2021-09-17T04:00:00.000Z
DIRECT-17-HP M203 LaserJet,AA:93:4A:68:53:17,wpa2,31.99918565,-102.1013053,1,,2024-09-11T02:00:00.000Z
Samsung Galaxy_8998,AA:96:BB:B9:52:35,wpa2,32.009404,-102.088012,1,,2023-01-09T07:00:00.000Z
JACOConfig,AA:9F:00:AB:6F:97,none,32.01077396,-102.0985446,1,,2022-07-11T20:00:00.000Z
DIRECT-62-HP OfficeJet Pro 8020,AA:B1:3B:20:CE:62,wpa2,32.009472,-102.086066,149,,2024-09-12T15:00:00.000Z
DIRECT-56-HP OfficeJet Pro 8210,AA:B1:3B:28:00:56,wpa2,32.00619683,-102.0864046,6,,2024-09-12T15:00:00.000Z
DIRECT-5F-HP OfficeJet Pro 9010,AA:B1:3B:FB:FC:5F,wpa2,32.00112925,-102.1011205,6,,2024-10-24T18:00:00.000Z
MB Hotspot 5188913,AC:7A:4D:75:62:79,wpa2,32.00799667,-102.0845176,6,,2022-07-11T20:00:00.000Z
Heroes Fitness Guest,AC:86:74:4C:8F:21,unknown,32.00428286,-102.0918204,10,,2022-07-11T20:00:00.000Z
Higher Grounds Coffee Shop Guest,AC:86:74:8E:83:C2,wpa2,31.996365,-102.0868204,6,,2022-07-11T20:00:00.000Z
HGCSS,AC:86:74:8E:83:C3,wpa2,31.999253,-102.092246,6,,2022-07-11T20:00:00.000Z
Higher Grounds Coffee Shop Guest,AC:86:74:8E:83:D0,wpa2,32.00488233,-102.0979776,44,,2022-07-11T20:00:00.000Z
HGCSS,AC:86:74:8E:83:D1,wpa2,31.9984169,-102.1018435,44,,2022-07-11T20:00:00.000Z
c004010180868,AC:86:74:B3:92:22,wpa2,32.00039434,-102.1032232,1,,2022-04-29T01:00:00.000Z
c004010180868,AC:86:74:B3:92:30,wpa2,31.99774011,-102.0851316,157,,2022-04-29T01:00:00.000Z
Rainbow Daycare,AC:8F:A9:C6:68:54,wpa2,32.00031667,-102.090624,11,,2024-10-24T18:00:00.000Z
Rainbow Daycare,AC:8F:A9:C6:68:58,wpa2,32.00526523,-102.0928568,56,,2024-10-24T18:00:00.000Z
Rainbow Daycare,AC:8F:A9:C6:68:5C,wpa2,31.99781231,-102.0985581,132,,2024-10-24T18:00:00.000Z
TMOBILE-C20E,AC:DF:9F:0B:C2:10,wpa3,31.99712332,-102.1014157,8,,2023-01-09T07:00:00.000Z
DIRECT-0A-HP ENVY 4520 series,AC:E2:D3:A4:7C:0B,wpa,32.01151844,-102.0918199,6,,2022-07-11T20:00:00.000Z
V91,AE:60:E5:B5:E0:E3,wpa2,32.00094089,-102.0853659,11,,2021-12-15T09:00:00.000Z
GalaxyNote59777,AE:B9:67:66:63:5C,wpa2,32.00294989,-102.0865563,6,,2022-08-10T19:00:00.000Z
Isaac\342\200\231s iphone,AE:EF:D8:94:51:F8,wpa3,32.006534,-102.100502,149,,2022-11-27T13:00:00.000Z
hum68347,B0:00:73:14:A1:22,wpa2,32.00266397,-102.090929,5,,2023-03-29T11:00:00.000Z
hum88701,B0:00:73:3C:95:20,wpa2,31.996782,-102.084556,6,,2022-03-31T02:00:00.000Z
DIRECT-73-HP DeskJet Plus 4100,B0:22:7A:A5:32:75,wpa2,31.9982455,-102.0876972,6,,2023-06-11T17:00:00.000Z
TripleThreat,B0:6A:41:B6:C0:EE,wpa2,32.00143333,-102.0836081,11,,2022-07-29T20:00:00.000Z
setupC74A0,B0:6A:41:B6:C7:46,wpa2,31.99945314,-102.0923116,40,,2022-12-09T00:00:00.000Z
setupC74A0,B0:6A:41:B6:C7:4A,wpa2,31.998857,-102.098449,1,,2022-12-09T00:00:00.000Z
ATTUEtJMS2,B0:93:5B:D7:F9:40,wpa2,31.99896405,-102.098486,11,,2022-07-11T20:00:00.000Z
BMW55163CarPlay,B0:B1:13:BD:B8:44,wpa2,32.00938375,-102.1013997,11,,2022-03-31T02:00:00.000Z
ZOLL-sta-10,B0:B9:8A:B2:07:22,wpa2,32.00904189,-102.0935499,1,,2022-07-11T20:00:00.000Z
ATT-WIFI-5401,B0:C1:9E:B2:E5:8B,wpa2,32.00925689,-102.0886378,1,,2022-07-11T20:00:00.000Z
Smartphone_connect_01d265,B0:D8:88:01:D2:65,wpa3,32.00305533,-102.086591,149,,2023-06-11T16:00:00.000Z
TOYOTA Tundra-2.4g_1a2cf9,B0:D8:88:1A:2C:F9,wpa2,32.01114604,-102.099046,7,,2023-04-29T22:00:00.000Z
TOYOTA Tundra-2.4g_201e18,B0:D8:88:20:1E:18,wpa2,32.00114767,-102.0844892,11,,2023-12-03T16:00:00.000Z
TOYOTA Tundra-2.4g_2cfa14,B0:D8:88:2C:FA:14,wpa2,32.002547,-102.083137,1,,2023-12-03T16:00:00.000Z
Smartphone_connect_2e1c02,B0:D8:88:2E:1C:02,wpa2,32.005958,-102.094451,40,,2022-12-09T00:00:00.000Z
TOYOTA Tundra-2.4g_2e1c03,B0:D8:88:2E:1C:03,wpa2,31.99949416,-102.0866321,11,,2022-12-09T00:00:00.000Z
Smartphone_connect_4cd205,B0:D8:88:4C:D2:05,wpa2,32.00021848,-102.0948802,149,,2023-06-11T16:00:00.000Z
LEXUS GX_640d88d2b0d8,B0:D8:88:D2:64:0D,wpa2,32.00302866,-102.0896101,1,,2023-03-24T16:00:00.000Z
Mazda_b61188e0b0d8,B0:D8:88:E0:B6:11,wpa2,32.01266001,-102.0963147,1,,2023-01-09T07:00:00.000Z
Mazda_44ff88f4b0d8,B0:D8:88:F4:44:FF,wpa2,32.00159,-102.091033,13,,2023-03-24T16:00:00.000Z
VictorsTruck,B2:00:73:28:C2:8D,wpa2,31.99706686,-102.092798,6,,2021-09-20T20:00:00.000Z
DIRECT-MBUX 91659,B2:00:73:47:1C:18,wpa2,32.00312235,-102.0848454,6,,2022-12-09T00:00:00.000Z
myChevrolet,B2:00:73:4E:B5:74,wpa2,32.00070887,-102.1033089,44,,2024-09-12T15:00:00.000Z
DIRECT-MBUX 91659,B2:00:73:57:1C:18,wpa2,32.01045878,-102.098315,161,,2022-12-09T00:00:00.000Z
myChevrolet,B2:00:73:5E:B5:74,wpa2,32.001644,-102.1012867,1,,2024-09-12T15:00:00.000Z
myGMC,B2:00:73:60:39:B4,wpa2,32.00274323,-102.0996802,44,,2023-03-18T14:00:00.000Z
ChuckyLandia,B2:00:73:64:3F:4B,wpa2,31.99973711,-102.08671,6,,2023-01-09T07:00:00.000Z
myGMC,B2:00:73:70:41:FA,wpa2,31.99933678,-102.1006742,6,,2023-09-25T10:00:00.000Z
myChevrolet,B2:00:73:83:64:7E,wpa2,32.006871,-102.094726,1,,2023-06-11T17:00:00.000Z
Javier,B2:00:73:89:2E:2B,wpa2,32.01128644,-102.0963548,48,,2023-09-25T10:00:00.000Z
myChevrolet,B2:00:73:9C:01:4B,wpa2,32.008762,-102.100044,11,,2022-11-27T13:00:00.000Z
myChevrolet,B2:00:73:A2:96:6E,wpa2,31.996835,-102.1002787,1,,2022-11-27T13:00:00.000Z
Solis Truck,B2:00:73:AD:87:73,wpa2,31.99877216,-102.1019584,44,,2022-01-24T21:00:00.000Z
myGMC,B2:00:73:AD:A5:85,wpa2,32.00085832,-102.0834259,44,,2023-04-08T21:00:00.000Z
mrcurry,B2:00:73:B7:7B:BE,wpa2,32.0095424,-102.091421,44,,2022-07-11T20:00:00.000Z
myChevrolet,B2:00:73:C0:AD:51,wpa2,31.99838984,-102.1006183,44,,2023-12-03T16:00:00.000Z
myGMC,B2:00:73:C6:02:EE,wpa2,32.003425,-102.101852,11,,2021-12-09T17:00:00.000Z
Chevrolet34,B2:00:73:C8:CE:47,wpa2,32.00424978,-102.1012398,1,,2023-06-11T16:00:00.000Z
coryfred,B2:00:73:CA:CD:92,wpa2,32.00484037,-102.0915704,1,,2024-04-11T15:00:00.000Z
myGMC,B2:00:73:CB:0F:E6,wpa2,31.99676344,-102.0892241,6,,2022-03-25T13:00:00.000Z
DIRECT-MBUX 76436,B2:00:73:CE:25:3B,wpa2,31.99954457,-102.0999571,6,,2024-09-12T15:00:00.000Z
myGMC,B2:00:73:D6:02:EE,wpa2,32.00328943,-102.1024498,44,,2023-04-03T20:00:00.000Z
NonNon,B2:00:73:D6:37:CC,wpa2,32.00670245,-102.0935751,1,,2021-09-24T19:00:00.000Z
Chevrolet34,B2:00:73:D8:CE:47,wpa2,32.00806074,-102.089481,44,,2023-06-11T16:00:00.000Z
coryfred,B2:00:73:DA:CD:92,wpa2,31.999253,-102.092246,44,,2024-04-11T15:00:00.000Z
myGMC,B2:00:73:DB:0F:E6,wpa2,31.997534,-102.085998,44,,2021-09-17T04:00:00.000Z
DIRECT-MBUX 48181,B2:00:73:DB:66:A6,wpa2,32.00846487,-102.0967783,1,,2023-03-24T16:00:00.000Z
DIRECT-MBUX 76436,B2:00:73:DE:25:3B,wpa2,32.0079521,-102.08471,157,,2024-09-12T15:00:00.000Z
Fernando Ramos,B2:00:73:E3:89:C6,wpa2,31.99806673,-102.1014369,40,,2023-03-24T16:00:00.000Z
mamalona,B2:00:73:EF:04:42,wpa2,32.00689711,-102.0946124,44,,2022-03-31T02:00:00.000Z
mamalona,B2:00:73:FF:04:42,wpa2,32.01197881,-102.0999247,11,,2022-03-31T02:00:00.000Z
Betsy's iPhone X,B2:19:C6:A0:4C:B9,wpa2,32.01085523,-102.0927051,11,,2022-07-11T20:00:00.000Z
JACOConfig,B2:21:60:A9:73:84,none,32.00972246,-102.0849681,1,,2022-01-27T03:00:00.000Z
DIRECT-85-HP OfficeJet Pro 9010,B2:22:7A:60:4C:85,wpa2,32.01153511,-102.0897729,6,,2023-04-13T21:00:00.000Z
DIRECT01HPPageWidePro577,B2:22:7A:BD:53:01,wpa2,31.996734,-102.089348,6,,2023-05-15T23:00:00.000Z
3T Network-Guest,B2:36:C9:F2:9B:92,wpa2,32.00926622,-102.0907662,2,,2024-10-11T04:00:00.000Z
DIRECT-AB-HP OfficeJet Pro 9020,B2:5C:DA:FC:FE:AB,wpa2,32.01044674,-102.1000678,6,,2024-10-11T04:00:00.000Z
Car-d3a6,B2:D8:88:B5:D3:A6,wpa2,31.99751894,-102.0968275,149,,2023-03-12T15:00:00.000Z
uconnectadpt,B4:77:48:7C:DA:E1,wpa3,32.00806209,-102.1030727,6,,2023-03-24T16:00:00.000Z
MMH-Med-Wireless,B4:A4:E3:CB:F6:D6,wpa2,32.000347,-102.091972,36,,2022-07-11T20:00:00.000Z
mmhsecuredclient,B4:A4:E3:CB:F6:DB,wpa2,32.00229111,-102.0838828,36,,2022-07-11T20:00:00.000Z
MMH-Guest,B4:A4:E3:CB:F6:DD,unknown,32.00534,-102.088531,36,,2022-07-11T20:00:00.000Z
MMH-wpa2link,B4:A4:E3:CB:F9:06,wpa2,32.01188533,-102.0968473,44,,2022-07-11T20:00:00.000Z
MMH-Guest,B4:A4:E3:CB:F9:0A,unknown,32.00183056,-102.0849842,44,,2022-07-11T20:00:00.000Z
SPACELABS,B4:A4:E3:CB:F9:0C,wpa2,31.996252,-102.086784,44,,2022-07-11T20:00:00.000Z
SPACELABS,B4:A4:E3:CB:F9:37,wpa2,32.00042312,-102.0906587,1,,2022-07-11T20:00:00.000Z
MMH-wpa2link,B4:A4:E3:CB:FC:54,wpa2,31.998519,-102.0959579,44,,2022-07-11T20:00:00.000Z
mmhsecureguest,B4:A4:E3:CB:FC:57,wpa2,32.00832344,-102.1019326,44,,2022-07-11T20:00:00.000Z
MMH-Guest,B4:A4:E3:CB:FC:5C,unknown,31.99999398,-102.094809,44,,2022-07-11T20:00:00.000Z
MMH-Med-Wireless,B4:A4:E3:CB:FC:5D,wpa2,32.01024137,-102.0909551,44,,2022-07-11T20:00:00.000Z
MMH-wpa2link,B4:A4:E3:CB:FC:B6,wpa2,32.00440292,-102.1002029,161,,2022-07-11T20:00:00.000Z
SPACELABS,B4:A4:E3:CB:FC:B8,wpa2,31.9965167,-102.0953064,161,,2022-07-11T20:00:00.000Z
MMH-Guest,B4:A4:E3:CB:FC:BE,unknown,32.00606195,-102.0855296,161,,2022-07-11T20:00:00.000Z
MMH-Med-Wireless,B4:A4:E3:CB:FC:BF,wpa2,31.999753,-102.086715,161,,2022-07-11T20:00:00.000Z
HP-Print-BC-Officejet Pro 8600,B4:B5:2F:17:B7:BC,unknown,32.00558467,-102.0960532,11,,2022-07-11T20:00:00.000Z
Redmi,B4:C4:FC:4F:ED:82,wpa2,32.005638,-102.0958243,6,,2022-07-11T20:00:00.000Z
2506MWC,B4:C7:99:05:C3:F1,wpa2,32.00401064,-102.0854181,1,,2023-06-11T17:00:00.000Z
STOREGUEST,B4:C7:99:7C:66:41,wpa2,31.99691959,-102.1003028,1,,2021-09-20T20:00:00.000Z
MB Hotspot 6369510,B4:EC:02:2C:D2:3E,wpa2,32.00377567,-102.0864253,6,,2023-03-12T15:00:00.000Z
MB Hotspot 28976 2.4 GHz,B4:EC:02:6A:3B:28,wpa2,32.00901878,-102.0943161,1,,2023-04-29T22:00:00.000Z
Galaxy A14 5G ,B6:06:FC:E5:E6:CC,wpa2,31.998304,-102.091941,149,,2023-04-09T16:00:00.000Z
DIANA?s iPhone,B6:13:6D:16:DF:B6,wpa2,32.00797769,-102.0898434,6,,2023-04-29T22:00:00.000Z
Samsung Galaxy S10+_9578,B6:6A:9F:7C:F1:79,wpa2,32.005603,-102.087425,11,,2022-03-12T22:00:00.000Z
