MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type
3e:94:ed:5d:67:37,Woodford's Crib,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS],25/10/2024 00:42,3,2422,-84,32.000667,-102.095024,824.2879586,3,,,WIFI
38:94:ed:5d:67:a7,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:43,3,2422,-86,32.002075,-102.093323,824.2879586,3,,,WIFI
48:41:7b:1e:3f:c8,Mix,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:43,56,5280,-85,32.002135,-102.093368,824.2879586,3,,,WIFI
48:41:7b:1e:3f:c5,Mix guest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:43,11,2462,-69,32.002192,-102.093406,824.2879586,3,,,WIFI
48:41:7b:1e:3f:c4,Mix,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:43,11,2462,-69,32.002316,-102.093497,824.2879586,3,,,WIFI
a4:cf:d2:1b:6e:b6,MyAltice 1b6eb3,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:43,1,2412,-87,32.002371,-102.093551,824.2879586,3,,,WIFI
e0:1f:2b:37:6d:98,ATTT45NAPi,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:44,52,5260,-90,32.002427,-102.093597,824.1650576,3,,,WIFI
e0:1f:2b:37:6d:94,ATTT45NAPi,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:44,1,2412,-72,32.002486,-102.09365,824.1650576,3,,,WIFI
90:d0:92:ba:2b:c4,ATT2nMPFze,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:44,8,2447,-71,32.0025347,-102.0936886,824.1650576,3,,,WIFI
90:d0:92:ba:2b:c8,ATT2nMPFze,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:44,60,5300,-89,32.002544,-102.093696,824.1650576,3,,,WIFI
20:be:cd:ec:93:08,cleveland33,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:45,149,5745,-82,32.002703,-102.093856,824.1650576,3,,,WIFI
d0:fc:d0:fa:96:94,ATT4mEsc8r,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:45,9,2452,-88,32.002812,-102.093971,824.1650576,3,,,WIFI
20:be:cd:ec:93:06,cleveland33,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:45,36,5180,-83,32.00286,-102.094032,824.1650576,3,,,WIFI
20:be:cd:ec:93:05,,[RSN-SAE-CCMP],25/10/2024 00:45,149,5745,-80,32.00292,-102.094101,824.1650576,3,,,WIFI
e0:1f:2b:37:6d:9c,ATTT45NAPi,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:46,161,5805,-88,32.002075,-102.093323,824.1650576,3,,,WIFI
e0:1f:2b:37:6d:9f,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:46,161,5805,-87,32.001952,-102.093238,824.1650576,3,,,WIFI
20:be:cd:ec:93:0b,,[ESS],25/10/2024 00:46,149,5745,-80,32.001888,-102.0932,824.1650576,3,,,WIFI
a4:cf:d2:25:48:a2,MyAltice 25489f,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:46,1,2412,-94,32.001826,-102.093162,824.1650576,3,,,WIFI
90:d0:92:ba:2b:cc,ATT2nMPFze,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:46,132,5660,-84,32.001762,-102.093124,824.1650576,3,,,WIFI
90:d0:92:ba:2b:cf,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:47,132,5660,-84,32.001696,-102.093093,824.1650576,3,,,WIFI
a8:40:0b:67:8c:f8,HotspotiXKm,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS],25/10/2024 00:47,6,2437,-80,32.0016475,-102.0930642,824.1007415,3,,,WIFI
10:da:43:8e:f8:bb,Evans,[WEP][ESS],25/10/2024 00:47,1,2412,-91,32.001632,-102.093055,824.0375833,3,,,WIFI
b4:63:6f:26:d7:24,ATTNMym75m,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:48,1,2412,-87,32.001568,-102.093024,824.0375833,3,,,WIFI
18:a5:ff:07:8b:3c,TMOBILE-8B3A,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],25/10/2024 00:48,6,2437,-83,32.001434,-102.092964,823.9374163,3,,,WIFI
d0:fc:d0:fa:96:9c,ATT4mEsc8r,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:48,100,5500,-90,32.00137,-102.092933,823.9374163,3,,,WIFI
d0:fc:d0:fa:96:94,ATT4mEsc8r,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:49,9,2452,-78,32.0013,-102.092911,823.9374163,3,,,WIFI
96:4e:5b:45:7b:7a,,[RSN-SAE-CCMP][ESS],25/10/2024 00:49,149,5745,-91,32.001231,-102.09288,823.9374163,3,,,WIFI
94:4e:5b:45:7b:75,MyOptimum 457b71,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:49,149,5745,-88,32.001168,-102.092857,823.9374163,3,,,WIFI
94:4e:5b:45:7b:74,MyOptimum 457b71,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:50,1,2412,-85,32.002075,-102.093323,823.9374163,3,,,WIFI
62:e6:f0:d7:29:5c,myGMC 295C,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:50,7,2442,-91,32.002057,-102.093391,823.9374163,3,,,WIFI
64:97:14:41:35:86,Mi Casa,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:50,6,2437,-84,32.00204,-102.09346,823.9374163,3,,,WIFI
64:97:14:0c:a2:63,,[RSN-SAE-CCMP],25/10/2024 00:50,6,2437,-83,32.002011,-102.093551,823.9374163,3,,,WIFI
88:6a:e3:ad:23:98,tlad2398,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:50,6,2437,-79,32.001972,-102.093643,823.9374163,3,,,WIFI
90:d0:92:ba:2b:c4,ATT2nMPFze,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:51,8,2447,-84,32.001934,-102.093742,823.8604134,4,,,WIFI
18:a5:ff:07:8b:3d,TMOBILE-8B3A,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],25/10/2024 00:51,100,5500,-90,32.001891,-102.093841,823.7951129,4,,,WIFI
00:02:d1:6f:85:c0,VIVINT_DBC_(6F:85:C0),[ESS],25/10/2024 00:51,1,2412,-71,32.001849,-102.093955,823.7951129,4,,,WIFI
ec:c3:02:93:bd:bc,ATT4D7CdvS,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:51,149,5745,-91,32.001815,-102.094062,823.7951129,4,,,WIFI
ec:c3:02:93:bd:bf,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:51,149,5745,-91,32.001761,-102.094268,823.7951129,4,,,WIFI
ac:8f:a9:93:3b:98,Twomey2015,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:52,48,5240,-87,32.001747,-102.094352,823.7951129,4,,,WIFI
ac:8f:a9:93:3b:95,Guest1,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:53,11,2462,-73,32.001744,-102.09439,823.7951129,4,,,WIFI
ac:8f:a9:93:3b:94,Twomey2015,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:53,11,2462,-73,32.001736,-102.094428,823.7951129,4,,,WIFI
c4:f8:39:84:2e:38,MyVolvoozHrLI,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:53,36,5180,-89,32.001728,-102.094474,823.7951129,4,,,WIFI
18:a5:36:0e:8b:3d,,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],25/10/2024 00:54,100,5500,-91,32.00172,-102.094551,823.7951129,4,,,WIFI
fa:6d:cc:cd:6c:31,myGMC 6C31,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:54,44,5220,-90,32.001696,-102.094871,823.7951129,4,,,WIFI
5a:e4:03:21:fb:f3,SHOET4,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:55,7,2442,-86,32.001693,-102.094932,823.7951129,4,,,WIFI
d0:c3:5a:00:76:24,HotspotkcKQ,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS],25/10/2024 00:56,161,5805,-86,32.001681,-102.094993,823.7951129,4,,,WIFI
c0:c5:22:df:63:bd,ARRIS-63BA-5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:56,149,5745,-89,32.001669,-102.095077,823.7951129,4,,,WIFI
ac:8f:a9:93:3b:9f,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:57,132,5660,-90,32.001666,-102.09513,823.7951129,4,,,WIFI
ac:8f:a9:93:3b:9c,Twomey2015,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:58,132,5660,-89,32.001658,-102.095184,823.7951129,4,,,WIFI
64:97:14:0c:a2:69,,[ESS],25/10/2024 00:58,6,2437,-84,32.00292,-102.094101,823.7951129,4,,,WIFI
64:97:14:0c:a2:66,Mi Casa,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:58,6,2437,-83,32.00286,-102.094032,823.7951129,4,,,WIFI
18:a5:ff:07:8b:3c,TMOBILE-8B3A,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],25/10/2024 00:58,6,2437,-80,32.002812,-102.093971,823.7530254,3,,,WIFI
d0:fc:d0:fa:96:9c,ATT4mEsc8r,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:59,100,5500,-89,32.002703,-102.093856,823.7530254,3,,,WIFI
64:97:14:0c:a2:63,,[RSN-SAE-CCMP],25/10/2024 00:59,6,2437,-84,32.002544,-102.093696,823.7530254,3,,,WIFI
18:a5:ff:07:8b:3c,TMOBILE-8B3A,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],25/10/2024 00:59,6,2437,-73,32.0025347,-102.0936886,823.6070982,3,,,WIFI
80:b9:7a:85:23:2b,,[ESS],25/10/2024 01:00,36,5180,-88,32.002486,-102.09365,823.6070982,3,,,WIFI
12:59:32:b1:08:cf,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:00,10,2457,-90,32.002427,-102.093597,823.6070982,3,,,WIFI
d0:fc:d0:fa:96:94,ATT4mEsc8r,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:00,9,2452,-81,32.002371,-102.093551,823.6070982,3,,,WIFI
a0:ed:6d:df:f1:2a,MyOptimum dff127,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:00,1,2412,-79,32.002316,-102.093497,823.6070982,3,,,WIFI
c4:f8:39:84:2e:38,MyVolvoozHrLI,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:01,36,5180,-81,32.002192,-102.093406,823.6070982,3,,,WIFI
96:4e:5b:12:32:9a,,[RSN-SAE-CCMP][ESS],25/10/2024 01:01,161,5805,-91,32.002135,-102.093368,823.6070982,3,,,WIFI
5c:53:c3:e0:db:f6,MyOptimum e0dbf3,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:01,1,2412,-87,32.002075,-102.093323,823.6070982,3,,,WIFI
80:b9:7a:85:23:23,,[RSN-SAE-CCMP],25/10/2024 01:01,6,2437,-81,32.00292,-102.094101,823.6070982,3,,,WIFI
80:b9:7a:85:23:25,,[RSN-SAE-CCMP],25/10/2024 01:01,36,5180,-90,32.0029437,-102.0942839,823.6070982,3,,,WIFI
80:b9:7a:85:23:26,Netgear60,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:02,6,2437,-82,32.0029555,-102.094448,823.6070982,3,,,WIFI
80:b9:7a:85:23:28,Netgear60,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:03,36,5180,-88,32.0029521,-102.0945492,823.6070982,3,,,WIFI
80:b9:7a:85:23:29,,[ESS],25/10/2024 01:03,6,2437,-81,32.008067,-102.094009,823.6070982,3,,,WIFI
a4:cf:d2:25:af:21,MyAltice 25af1d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:03,157,5785,-92,32.007556,-102.096214,823.6070982,3,,,WIFI
94:4e:5b:12:32:95,MyOptimum 123291,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:03,161,5805,-90,32.008067,-102.094009,823.6070982,3,,,WIFI
94:4e:5b:12:32:94,MyOptimum 123291,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:03,11,2462,-72,32.007981,-102.093979,823.6070982,3,,,WIFI
00:27:22:04:84:53,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:04,1,2412,-94,32.008067,-102.094009,823.6070982,3,,,WIFI
9c:0b:05:66:44:45,,[RSN-SAE-CCMP],25/10/2024 01:04,161,5805,-89,32.0084336,-102.0941272,823.6070982,3,,,WIFI
9c:0b:05:66:44:48,KYA’s Cave,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:04,161,5805,-91,32.008557,-102.0941671,823.6070982,3,,,WIFI
7c:0c:f6:0b:8f:da,Dash-7594,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:04,11,2462,-71,32.008873,-102.094269,823.6070982,3,,,WIFI
22:ad:56:3a:d0:4b,HotspotD04B,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS],25/10/2024 01:04,1,2412,-86,32.007556,-102.096214,823.6070982,3,,,WIFI
90:d0:92:1e:c0:64,turbo67,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:05,3,2422,-86,32.007018,-102.09851,823.6070982,3,,,WIFI
bc:9a:8e:a0:68:34,ATT94xlkGR,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:05,8,2447,-91,32.007556,-102.096214,823.6070982,3,,,WIFI
3c:7a:8a:f3:ee:10,Ryan Fam WiFi 1,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:05,1,2412,-92,32.008067,-102.094009,823.6070982,3,,,WIFI
9c:0b:05:66:44:4b,,[ESS],25/10/2024 01:06,161,5805,-88,32.007556,-102.096214,823.6070982,3,,,WIFI
74:b6:b6:d8:b9:a4,,[RSN-SAE-CCMP],25/10/2024 01:06,161,5805,-92,32.0080305,-102.0963712,823.6070982,3,,,WIFI
a8:40:0b:67:8c:f8,HotspotiXKm,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS],25/10/2024 01:06,6,2437,-87,32.008522,-102.096534,823.6070982,3,,,WIFI
5c:53:c3:21:f3:2a,MyOptimum 21f327,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:06,1,2412,-81,32.007556,-102.096214,823.5174998,3,,,WIFI
00:25:f0:65:6f:b6,tl656fb6,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:07,6,2437,-82,32.0070818,-102.0960595,823.5174998,3,,,WIFI
80:b9:7a:ac:3e:86,Netgear60,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:07,6,2437,-84,32.006595,-102.095901,823.5174998,3,,,WIFI
90:d0:92:d0:0e:04,ATTKDAJrbu,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:08,6,2437,-91,32.007018,-102.09851,823.5174998,3,,,WIFI
90:d0:92:1e:c0:64,turbo67,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:08,3,2422,-81,32.007556,-102.096214,823.5174998,3,,,WIFI
48:41:7b:5c:4f:d4,Sims House,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:08,10,2457,-82,32.007018,-102.09851,823.5174998,3,,,WIFI
80:b9:7a:85:23:2b,,[ESS],25/10/2024 01:08,36,5180,-90,32.006957,-102.098678,823.4783331,3,,,WIFI
80:b9:7a:85:23:25,,[RSN-SAE-CCMP],25/10/2024 01:09,36,5180,-89,32.006924,-102.098831,823.4783331,3,,,WIFI
80:b9:7a:85:23:28,Netgear60,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:09,36,5180,-89,32.006911,-102.098869,823.4783331,3,,,WIFI
80:b9:7a:85:23:29,,[ESS],25/10/2024 01:09,6,2437,-84,32.006903,-102.098907,823.4783331,3,,,WIFI
bc:9a:8e:e0:12:64,ATTBXbHgKR,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:09,11,2462,-86,32.006885,-102.098975,823.3937914,3,,,WIFI
80:b9:7a:85:23:26,Netgear60,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:09,6,2437,-88,32.00687,-102.099022,823.3937914,3,,,WIFI
10:c4:ca:5b:d2:dc,ATTJMHEQII,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:10,132,5660,-87,32.006842,-102.099105,823.3937914,3,,,WIFI
10:c4:ca:5b:d2:df,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:10,132,5660,-87,32.006804,-102.099212,823.3937914,3,,,WIFI
62:e6:f0:d7:29:5c,myGMC 295C,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:10,7,2442,-82,32.006764,-102.099326,823.3937914,3,,,WIFI
10:c4:ca:5b:d2:d4,ATTJMHEQII,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:10,1,2412,-82,32.006722,-102.099456,823.3937914,3,,,WIFI
10:c4:ca:5b:d2:d8,ATTJMHEQII,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:11,52,5260,-87,32.006713,-102.099479,823.3937914,3,,,WIFI
a2:3d:13:25:29:02,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:11,132,5660,-88,32.006688,-102.099632,823.3506773,3,,,WIFI
90:d0:92:e7:bf:94,DeeHusky House,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:12,10,2457,-92,32.006678,-102.099708,823.3506773,3,,,WIFI
e8:b2:fe:97:63:9f,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:13,149,5745,-84,32.006675,-102.099769,823.3506773,3,,,WIFI
e8:b2:fe:97:63:9c,ATT2t8R5N7,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:13,149,5745,-80,32.00666,-102.099914,823.3506773,3,,,WIFI
62:e6:f0:b7:29:5c,myGMC 295C,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:13,44,5220,-85,32.006644,-102.099983,823.3506773,3,,,WIFI
bc:9a:8e:e0:12:68,ATTBXbHgKR,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:14,48,5240,-89,32.006645,-102.100013,823.3506773,3,,,WIFI
84:eb:3e:d5:9f:8d,tld59f8c,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:15,6,2437,-84,32.006634,-102.100051,823.3506773,3,,,WIFI
1c:87:2c:c1:d2:50,BewleyHome,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:16,6,2437,-85,32.00663,-102.100089,823.3506773,3,,,WIFI
62:e6:f0:d7:29:5c,myGMC 295C,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:16,7,2442,-73,32.006579,-102.100318,823.3506773,3,,,WIFI
e8:b2:fe:97:63:98,ATT2t8R5N7,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:16,52,5260,-87,32.006534,-102.100502,823.3506773,3,,,WIFI
e8:b2:fe:97:63:94,ATT2t8R5N7,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:17,11,2462,-81,32.007018,-102.09851,823.3506773,3,,,WIFI
5c:53:c3:2d:66:61,MyOptimum 2d665d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:17,149,5745,-92,32.007168,-102.098556,823.4414065,3,,,WIFI
5c:53:c3:2d:66:60,MyOptimum 2d665d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:17,1,2412,-83,32.007393,-102.098632,823.4414065,3,,,WIFI
a0:2d:13:25:28:ff,ATTH2YPtna,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:18,1,2412,-76,32.007411,-102.098632,823.4414065,3,,,WIFI
80:b9:7a:40:75:48,LegacyAEH,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:18,44,5220,-90,32.00742,-102.098633,823.4414065,3,,,WIFI
80:b9:7a:3f:8c:6f,LegacyAEH Guest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:18,6,2437,-85,32.0075121,-102.0986486,823.4414065,3,,,WIFI
00:27:22:04:84:53,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:18,1,2412,-87,32.008006,-102.098732,823.4414065,3,,,WIFI
a2:2d:13:25:29:01,ATTH2YPtna,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:19,52,5260,-84,32.007018,-102.09851,823.4414065,3,,,WIFI
a8:fb:40:9f:a7:e4,TDTD2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:19,2,2417,-87,32.006871,-102.098472,823.4414065,3,,,WIFI
98:ed:7e:a6:db:25,,[RSN-SAE-CCMP],25/10/2024 01:20,149,5745,-87,32.0065539,-102.0983706,823.4414065,3,,,WIFI
80:b9:7a:3f:8c:66,LegacyAEH,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:20,6,2437,-85,32.006058,-102.098212,823.4414065,3,,,WIFI
80:b9:7a:3f:8c:63,,[RSN-SAE-CCMP],25/10/2024 01:20,6,2437,-87,32.006534,-102.100502,823.4414065,3,,,WIFI
98:ed:7e:a6:db:24,,[RSN-SAE-CCMP],25/10/2024 01:21,11,2462,-77,32.006436,-102.100937,823.4414065,3,,,WIFI
80:b9:7a:3f:8c:69,,[ESS],25/10/2024 01:21,6,2437,-88,32.006396,-102.101058,823.4414065,3,,,WIFI
98:ed:7e:a6:db:28,Don't Be A Karen,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:21,149,5745,-86,32.006375,-102.101127,823.4414065,3,,,WIFI
98:ed:7e:a6:db:2b,,[ESS],25/10/2024 01:21,149,5745,-87,32.006358,-102.101188,823.4414065,3,,,WIFI
00:22:6c:f9:71:74,iHome iAVS16_7174,[ESS],25/10/2024 01:22,11,2462,-87,32.006282,-102.101402,823.7339782,3,,,WIFI
e0:63:da:eb:0c:d8,SFC,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:22,149,5745,-90,32.006237,-102.101493,823.7339782,3,,,WIFI
a8:fb:40:9f:a7:ec,TDTD2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:22,104,5520,-90,32.006217,-102.101531,823.7339782,3,,,WIFI
a8:fb:40:9f:a7:ef,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:22,104,5520,-90,32.006198,-102.101585,823.7339782,3,,,WIFI
ec:c3:02:54:29:d4,ATT6nXr9qA,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:22,1,2412,-75,32.006183,-102.10163,823.7339782,3,,,WIFI
ec:c3:02:54:29:d8,ATT6nXr9qA,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:23,52,5260,-89,32.006168,-102.101669,823.7339782,3,,,WIFI
b4:63:6f:4a:ae:b4,RamirezCasa,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:23,11,2462,-82,32.006142,-102.101776,823.7339782,3,,,WIFI
5e:60:ba:5c:71:21,DIRECT-21-HP OfficeJet Pro 9010,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:23,149,5745,-90,32.006133,-102.101814,823.7339782,3,,,WIFI
72:1d:13:8f:b6:d0,Conjugal visits_X4,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:24,6,2437,-83,32.006118,-102.101906,823.7339782,3,,,WIFI
a8:fb:40:9f:a7:e8,TDTD2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:25,52,5260,-89,32.006106,-102.102012,823.7339782,3,,,WIFI
ec:c3:02:54:29:dc,ATT6nXr9qA,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:25,149,5745,-87,32.006103,-102.102081,823.7339782,3,,,WIFI
ec:c3:02:54:29:df,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:26,149,5745,-88,32.006095,-102.102203,823.7339782,3,,,WIFI
0c:7c:28:9d:20:8d,ATT5Myx29z_guest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:26,5,2432,-85,32.006083,-102.102279,823.7339782,3,,,WIFI
f2:63:da:eb:0c:d8,NFM,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:26,149,5745,-89,32.005996,-102.102683,823.7339782,3,,,WIFI
02:63:da:eb:0c:d8,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:26,149,5745,-89,32.006534,-102.100502,823.7339782,3,,,WIFI
0c:7c:28:9d:20:94,ATT5Myx29z,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:26,104,5520,-90,32.006579,-102.100318,823.7339782,3,,,WIFI
dc:03:98:a3:56:73,AT_301_WLRGL5823S_5673,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:27,11,2462,-90,32.00663,-102.100089,823.9828416,3,,,WIFI
